element,element name,year,country,tons,total_reserve,market_share,HHI_contribution,HHI,Info
Sb,Antimony,2020,Pakistan,26000,1534000,1.694915254,2.872737719,2064.036553,
Sb,Antimony,2020,Russia,350000,1534000,22.81616688,520.5774713,2064.036553,
Sb,Antimony,2020,Tajikistan,50000,1534000,3.259452412,10.62403003,2064.036553,
Sb,Antimony,2020,Turkey,100000,1534000,6.518904824,42.4961201,2064.036553,
Sb,Antimony,2021,United States,60000,1972000,3.042596349,9.257392542,1464.169776,
Sb,Antimony,2021,Australia,100000,1972000,5.070993915,25.71497928,1464.169776,
Sb,Antimony,2021,Bolivia,310000,1972000,15.72008114,247.1209509,1464.169776,
Sb,Antimony,2021,Burma,140000,1972000,7.099391481,50.4013594,1464.169776,
Sb,Antimony,2021,Canada,78000,1972000,3.955375254,15.6449934,1464.169776,
Sb,Antimony,2021,China,480000,1972000,24.34077079,592.4731227,1464.169776,
Sb,Antimony,2021,Kyrgyzstan,260000,1972000,13.18458418,173.83326,1464.169776,
Sb,Antimony,2021,Mexico,18000,1972000,0.912778905,0.833165329,1464.169776,
Sb,Antimony,2021,Pakistan,26000,1972000,1.318458418,1.7383326,1464.169776,
Sb,Antimony,2021,Russia,350000,1972000,17.7484787,315.0084962,1464.169776,
Sb,Antimony,2021,Tajikistan,50000,1972000,2.535496957,6.428744821,1464.169776,
Sb,Antimony,2021,Turkey,100000,1972000,5.070993915,25.71497928,1464.169776,
Sb,Antimony,2022,United States,60000,1862000,3.222341568,10.38348518,1343.749892,
Sb,Antimony,2022,Australia,120000,1862000,6.444683136,41.53394073,1343.749892,
Sb,Antimony,2022,Bolivia,310000,1862000,16.64876477,277.1813683,1343.749892,
Sb,Antimony,2022,Burma,140000,1862000,7.518796992,56.53230821,1343.749892,
Sb,Antimony,2022,Canada,78000,1862000,4.189044039,17.54808996,1343.749892,
Sb,Antimony,2022,China,350000,1862000,18.79699248,353.3269263,1343.749892,
Sb,Antimony,2022,Kyrgyzstan,260000,1862000,13.96348013,194.9787773,1343.749892,
Sb,Antimony,2022,Mexico,18000,1862000,0.96670247,0.934513666,1343.749892,
Sb,Antimony,2022,Pakistan,26000,1862000,1.396348013,1.949787773,1343.749892,
Sb,Antimony,2022,Russia,350000,1862000,18.79699248,353.3269263,1343.749892,
Sb,Antimony,2022,Tajikistan,50000,1862000,2.68528464,7.210753599,1343.749892,
Sb,Antimony,2022,Turkey,100000,1862000,5.37056928,28.84301439,1343.749892,
Sb,Antimony,2023,United States,60000,2171000,2.763703363,7.638056276,1608.203357,
Sb,Antimony,2023,Australia,140000,2171000,6.448641179,41.58497306,1608.203357,
Sb,Antimony,2023,Bolivia,310000,2171000,14.27913404,203.8936689,1608.203357,
Sb,Antimony,2023,Burma,140000,2171000,6.448641179,41.58497306,1608.203357,
Sb,Antimony,2023,Canada,78000,2171000,3.592814371,12.90831511,1608.203357,
Sb,Antimony,2023,China,640000,2171000,29.47950253,869.0410696,1608.203357,
Sb,Antimony,2023,Kyrgyzstan,260000,2171000,11.9760479,143.4257234,1608.203357,
Sb,Antimony,2023,Mexico,18000,2171000,0.829111009,0.687425065,1608.203357,
Sb,Antimony,2023,Pakistan,26000,2171000,1.19760479,1.434257234,1608.203357,
Sb,Antimony,2023,Russia,350000,2171000,16.12160295,259.9060816,1608.203357,
Sb,Antimony,2023,Tajikistan,50000,2171000,2.303086135,5.304205747,1608.203357,
Sb,Antimony,2023,Turkey,99000,2171000,4.560110548,20.79460821,1608.203357,
Se,Selenium,2016,United States,10000,99000,10.1010101,102.0304051,1868.176717,
Se,Selenium,2016,Canada,6000,99000,6.060606061,36.73094582,1868.176717,
Se,Selenium,2016,China,26000,99000,26.26262626,689.7255382,1868.176717,
Se,Selenium,2016,Peru,13000,99000,13.13131313,172.4313846,1868.176717,
Se,Selenium,2016,Poland,3000,99000,3.03030303,9.182736455,1868.176717,
Se,Selenium,2016,Russia,20000,99000,20.2020202,408.1216202,1868.176717,
Se,Selenium,2016,Other Countries,21000,99000,21.21212121,449.9540863,1868.176717,
Se,Selenium,2017,United States,10000,99000,10.1010101,102.0304051,1868.176717,
Se,Selenium,2017,Canada,6000,99000,6.060606061,36.73094582,1868.176717,
Se,Selenium,2017,China,26000,99000,26.26262626,689.7255382,1868.176717,
Se,Selenium,2017,Peru,13000,99000,13.13131313,172.4313846,1868.176717,
Se,Selenium,2017,Poland,3000,99000,3.03030303,9.182736455,1868.176717,
Se,Selenium,2017,Russia,20000,99000,20.2020202,408.1216202,1868.176717,
Se,Selenium,2017,Other Countries,21000,99000,21.21212121,449.9540863,1868.176717,
Se,Selenium,2018,United States,10000,99000,10.1010101,102.0304051,1868.176717,
Se,Selenium,2018,Canada,6000,99000,6.060606061,36.73094582,1868.176717,
Se,Selenium,2018,China,26000,99000,26.26262626,689.7255382,1868.176717,
Se,Selenium,2018,Peru,13000,99000,13.13131313,172.4313846,1868.176717,
Se,Selenium,2018,Poland,3000,99000,3.03030303,9.182736455,1868.176717,
Se,Selenium,2018,Russia,20000,99000,20.2020202,408.1216202,1868.176717,
Se,Selenium,2018,Other Countries,21000,99000,21.21212121,449.9540863,1868.176717,
Se,Selenium,2019,United States,10000,99000,10.1010101,102.0304051,1868.176717,
Se,Selenium,2019,Canada,6000,99000,6.060606061,36.73094582,1868.176717,
Se,Selenium,2019,China,26000,99000,26.26262626,689.7255382,1868.176717,
Se,Selenium,2019,Peru,13000,99000,13.13131313,172.4313846,1868.176717,
Se,Selenium,2019,Poland,3000,99000,3.03030303,9.182736455,1868.176717,
Se,Selenium,2019,Russia,20000,99000,20.2020202,408.1216202,1868.176717,
Se,Selenium,2019,Other Countries,21000,99000,21.21212121,449.9540863,1868.176717,
Se,Selenium,2020,United States,10000,100000,10,100,1874,
Se,Selenium,2020,Canada,6000,100000,6,36,1874,
Se,Selenium,2020,China,26000,100000,26,676,1874,
Se,Selenium,2020,Peru,13000,100000,13,169,1874,
Se,Selenium,2020,Poland,3000,100000,3,9,1874,
Se,Selenium,2020,Russia,20000,100000,20,400,1874,
Se,Selenium,2020,Other Countries,22000,100000,22,484,1874,
Se,Selenium,2021,United States,10000,100000,10,100,1874,
Se,Selenium,2021,Canada,6000,100000,6,36,1874,
Se,Selenium,2021,China,26000,100000,26,676,1874,
Se,Selenium,2021,Peru,13000,100000,13,169,1874,
Se,Selenium,2021,Poland,3000,100000,3,9,1874,
Se,Selenium,2021,Russia,20000,100000,20,400,1874,
Se,Selenium,2021,Other Countries,22000,100000,22,484,1874,
Se,Selenium,2022,United States,10000,81100,12.33045623,152.0401508,1878.775347,
Se,Selenium,2022,Canada,6000,81100,7.398273736,54.73445427,1878.775347,
Se,Selenium,2022,China,6100,81100,7.521578298,56.5741401,1878.775347,
Se,Selenium,2022,India,500,81100,0.616522811,0.380100377,1878.775347,
Se,Selenium,2022,Peru,13000,81100,16.02959309,256.9478548,1878.775347,
Se,Selenium,2022,Poland,3000,81100,3.699136868,13.68361357,1878.775347,
Se,Selenium,2022,Russia,20000,81100,24.66091245,608.1606031,1878.775347,
Se,Selenium,2022,Sweden,500,81100,0.616522811,0.380100377,1878.775347,
Se,Selenium,2022,Other Countries,22000,81100,27.1270037,735.8743297,1878.775347,
Se,Selenium,2023,United States,11000,95300,11.54249738,133.2292457,1986.976566,
Se,Selenium,2023,Canada,6000,95300,6.29590766,39.63845326,1986.976566,
Se,Selenium,2023,China,5000,95300,5.246589717,27.52670366,1986.976566,
Se,Selenium,2023,Finland,300,95300,0.314795383,0.099096133,1986.976566,
Se,Selenium,2023,India,500,95300,0.524658972,0.275267037,1986.976566,
Se,Selenium,2023,Peru,19000,95300,19.93704092,397.4856008,1986.976566,
Se,Selenium,2023,Poland,3000,95300,3.14795383,9.909613316,1986.976566,
Se,Selenium,2023,Russia,26000,95300,27.28226653,744.3220668,1986.976566,
Se,Selenium,2023,Sweden,500,95300,0.524658972,0.275267037,1986.976566,
Se,Selenium,2023,Other Countries,24000,95300,25.18363064,634.2152522,1986.976566,
Sn,Tin,2016,Australia,370000,4651000,7.955278435,63.28645497,1348.718491,
Sn,Tin,2016,Bolivia,400000,4651000,8.600301011,73.96517747,1348.718491,
Sn,Tin,2016,Brazil,700000,4651000,15.05052677,226.518356,1348.718491,
Sn,Tin,2016,Burma,110000,4651000,2.365082778,5.593616546,1348.718491,
Sn,Tin,2016,China,1100000,4651000,23.65082778,559.3616546,1348.718491,
Sn,Tin,2016,Congo (Kinshasa),110000,4651000,2.365082778,5.593616546,1348.718491,
Sn,Tin,2016,Indonesia,800000,4651000,17.20060202,295.8607099,1348.718491,
Sn,Tin,2016,Malaysia,250000,4651000,5.375188132,28.89264745,1348.718491,
Sn,Tin,2016,Peru,100000,4651000,2.150075253,4.622823592,1348.718491,
Sn,Tin,2016,Russia,350000,4651000,7.525263384,56.629589,1348.718491,
Sn,Tin,2016,Thailand,170000,4651000,3.655127929,13.35996018,1348.718491,
Sn,Tin,2016,Vietnam,11000,4651000,0.236508278,0.055936165,1348.718491,
Sn,Tin,2016,Other Countries,180000,4651000,3.870135455,14.97794844,1348.718491,
Sn,Tin,2017,Australia,490000,4819000,10.16808466,103.3899458,1305.96659,
Sn,Tin,2017,Bolivia,400000,4819000,8.300477277,68.89792303,1305.96659,
Sn,Tin,2017,Brazil,700000,4819000,14.52583524,210.9998893,1305.96659,
Sn,Tin,2017,Burma,113000,4819000,2.344884831,5.49848487,1305.96659,
Sn,Tin,2017,China,1100000,4819000,22.82631251,521.0405429,1305.96659,
Sn,Tin,2017,Congo (Kinshasa),150000,4819000,3.112678979,9.688770427,1305.96659,
Sn,Tin,2017,Indonesia,800000,4819000,16.60095455,275.5916921,1305.96659,
Sn,Tin,2017,Malaysia,250000,4819000,5.187798298,26.91325118,1305.96659,
Sn,Tin,2017,Peru,105000,4819000,2.178875285,4.747497509,1305.96659,
Sn,Tin,2017,Russia,350000,4819000,7.262917618,52.74997232,1305.96659,
Sn,Tin,2017,Thailand,170000,4819000,3.527702843,12.44468735,1305.96659,
Sn,Tin,2017,Vietnam,11000,4819000,0.228263125,0.052104054,1305.96659,
Sn,Tin,2017,Other Countries,180000,4819000,3.735214775,13.95182941,1305.96659,
Sn,Tin,2018,Australia,370000,4701000,7.870665816,61.94738038,1325.837293,
Sn,Tin,2018,Bolivia,400000,4701000,8.508827909,72.40015238,1325.837293,
Sn,Tin,2018,Brazil,700000,4701000,14.89044884,221.7254667,1325.837293,
Sn,Tin,2018,Burma,110000,4701000,2.339927675,5.475261524,1325.837293,
Sn,Tin,2018,China,1100000,4701000,23.39927675,547.5261524,1325.837293,
Sn,Tin,2018,Congo (Kinshasa),150000,4701000,3.190810466,10.18127143,1325.837293,
Sn,Tin,2018,Indonesia,800000,4701000,17.01765582,289.6006095,1325.837293,
Sn,Tin,2018,Malaysia,250000,4701000,5.318017443,28.28130953,1325.837293,
Sn,Tin,2018,Peru,110000,4701000,2.339927675,5.475261524,1325.837293,
Sn,Tin,2018,Russia,350000,4701000,7.44522442,55.43136667,1325.837293,
Sn,Tin,2018,Thailand,170000,4701000,3.616251861,13.07727752,1325.837293,
Sn,Tin,2018,Vietnam,11000,4701000,0.233992767,0.054752615,1325.837293,
Sn,Tin,2018,Other Countries,180000,4701000,3.828972559,14.66103086,1325.837293,
Sn,Tin,2019,Australia,420000,4741000,8.858890529,78.47994141,1347.426296,
Sn,Tin,2019,Bolivia,400000,4741000,8.437038599,71.18362033,1347.426296,
Sn,Tin,2019,Brazil,700000,4741000,14.76481755,217.9998373,1347.426296,
Sn,Tin,2019,Burma,100000,4741000,2.10925965,4.448976271,1347.426296,
Sn,Tin,2019,China,1100000,4741000,23.20185615,538.3261287,1347.426296,
Sn,Tin,2019,Congo (Kinshasa),150000,4741000,3.163889475,10.01019661,1347.426296,
Sn,Tin,2019,Indonesia,800000,4741000,16.8740772,284.7344813,1347.426296,
Sn,Tin,2019,Malaysia,250000,4741000,5.273149125,27.80610169,1347.426296,
Sn,Tin,2019,Peru,110000,4741000,2.320185615,5.383261287,1347.426296,
Sn,Tin,2019,Russia,350000,4741000,7.382408775,54.49995931,1347.426296,
Sn,Tin,2019,Vietnam,11000,4741000,0.232018561,0.053832613,1347.426296,
Sn,Tin,2019,Other Countries,350000,4741000,7.382408775,54.49995931,1347.426296,
Sn,Tin,2020,Australia,430000,4341000,9.905551716,98.1199548,1406.273341,
Sn,Tin,2020,Bolivia,400000,4341000,9.214466713,84.9063968,1406.273341,
Sn,Tin,2020,Brazil,420000,4341000,9.675190048,93.60930247,1406.273341,
Sn,Tin,2020,Burma,100000,4341000,2.303616678,5.3066498,1406.273341,
Sn,Tin,2020,China,1100000,4341000,25.33978346,642.1046258,1406.273341,
Sn,Tin,2020,Congo (Kinshasa),160000,4341000,3.685786685,13.58502349,1406.273341,
Sn,Tin,2020,Indonesia,800000,4341000,18.42893343,339.6255872,1406.273341,
Sn,Tin,2020,Malaysia,150000,4341000,3.455425017,11.93996205,1406.273341,
Sn,Tin,2020,Peru,140000,4341000,3.225063349,10.40103361,1406.273341,
Sn,Tin,2020,Russia,280000,4341000,6.450126699,41.60413443,1406.273341,
Sn,Tin,2020,Vietnam,11000,4341000,0.253397835,0.064210463,1406.273341,
Sn,Tin,2020,Other Countries,350000,4341000,8.062658374,65.00646005,1406.273341,
Sn,Tin,2021,Australia,560000,4862000,11.51789387,132.6618792,1341.924826,
Sn,Tin,2021,Bolivia,400000,4862000,8.227067051,67.68463226,1341.924826,
Sn,Tin,2021,Brazil,420000,4862000,8.638420403,74.62230706,1341.924826,
Sn,Tin,2021,Burma,700000,4862000,14.39736734,207.2841863,1341.924826,
Sn,Tin,2021,China,1100000,4862000,22.62443439,511.8650314,1341.924826,
Sn,Tin,2021,Congo (Kinshasa),130000,4862000,2.673796791,7.149189282,1341.924826,
Sn,Tin,2021,Indonesia,800000,4862000,16.4541341,270.738529,1341.924826,
Sn,Tin,2021,Malaysia,81000,4862000,1.665981078,2.775492951,1341.924826,
Sn,Tin,2021,Peru,150000,4862000,3.085150144,9.518151411,1341.924826,
Sn,Tin,2021,Russia,200000,4862000,4.113533525,16.92115806,1341.924826,
Sn,Tin,2021,Vietnam,11000,4862000,0.226244344,0.051186503,1341.924826,
Sn,Tin,2021,Other Countries,310000,4862000,6.375976964,40.65308225,1341.924826,
Sn,Tin,2022,Australia,570000,4621000,12.33499243,152.1520381,1229.121067,
Sn,Tin,2022,Bolivia,400000,4621000,8.656135036,74.92867376,1229.121067,
Sn,Tin,2022,Brazil,420000,4621000,9.088941787,82.60886282,1229.121067,
Sn,Tin,2022,Burma,700000,4621000,15.14823631,229.4690634,1229.121067,
Sn,Tin,2022,China,720000,4621000,15.58104306,242.768903,1229.121067,
Sn,Tin,2022,Congo (Kinshasa),130000,4621000,2.813243887,7.914341166,1229.121067,
Sn,Tin,2022,Indonesia,800000,4621000,17.31227007,299.714695,1229.121067,
Sn,Tin,2022,Peru,130000,4621000,2.813243887,7.914341166,1229.121067,
Sn,Tin,2022,Russia,430000,4621000,9.305345163,86.58944861,1229.121067,
Sn,Tin,2022,Vietnam,11000,4621000,0.238043713,0.05666481,1229.121067,
Sn,Tin,2022,Other Countries,310000,4621000,6.708504653,45.00403467,1229.121067,
Sn,Tin,2023,Australia,620000,4271000,14.51650667,210.728966,1512.995053,
Sn,Tin,2023,Bolivia,400000,4271000,9.365488176,87.71236878,1512.995053,
Sn,Tin,2023,Brazil,420000,4271000,9.833762585,96.70288658,1512.995053,
Sn,Tin,2023,Burma,700000,4271000,16.38960431,268.6191294,1512.995053,
Sn,Tin,2023,China,1100000,4271000,25.75509248,663.3247889,1512.995053,
Sn,Tin,2023,Congo (Kinshasa),120000,4271000,2.809646453,7.89411319,1512.995053,
Sn,Tin,2023,Peru,130000,4271000,3.043783657,9.264618952,1512.995053,
Sn,Tin,2023,Russia,460000,4271000,10.7703114,115.9996077,1512.995053,
Sn,Tin,2023,Vietnam,11000,4271000,0.257550925,0.066332479,1512.995053,
Sn,Tin,2023,Other Countries,310000,4271000,7.258253336,52.6822415,1512.995053,
Ta,Tantalum,2016,Australia,69000,105000,65.71428571,4318.367347,5493.877551,
Ta,Tantalum,2016,Brazil,36000,105000,34.28571429,1175.510204,5493.877551,
Ta,Tantalum,2017,Australia,78000,112000,69.64285714,4850.127551,5771.683673,
Ta,Tantalum,2017,Brazil,34000,112000,30.35714286,921.5561224,5771.683673,
Ta,Tantalum,2018,Australia,76000,110000,69.09090909,4773.553719,5728.92562,
Ta,Tantalum,2018,Brazil,34000,110000,30.90909091,955.3719008,5728.92562,
Ta,Tantalum,2019,Australia,55000,89000,61.79775281,3818.962252,5278.373943,
Ta,Tantalum,2019,Brazil,34000,89000,38.20224719,1459.41169,5278.373943,
Ta,Tantalum,2020,Australia,99000,139000,71.22302158,5072.718803,5900.83329,
Ta,Tantalum,2020,Brazil,40000,139000,28.77697842,828.1144868,5900.83329,
Ta,Tantalum,2021,Australia,94000,134000,70.14925373,4920.917799,5811.984852,
Ta,Tantalum,2021,Brazil,40000,134000,29.85074627,891.0670528,5811.984852,
Ta,Tantalum,2022,Australia,99000,319000,31.03448276,963.1391201,4304.301255,
Ta,Tantalum,2022,Brazil,40000,319000,12.53918495,157.2311593,4304.301255,
Ta,Tantalum,2022,Chaina,180000,319000,56.42633229,3183.930976,4304.301255,
Ta,Tantalum,2023,Australia,110000,390000,28.20512821,795.5292571,4687.705457,
Ta,Tantalum,2023,Brazil,40000,390000,10.25641026,105.1939513,4687.705457,
Ta,Tantalum,2023,Chaina,240000,390000,61.53846154,3786.982249,4687.705457,
Te,Tellurium,2016,Canada,800,24570,3.256003256,10.6015572,4676.262401,
Te,Tellurium,2016,Peru,3600,24570,14.65201465,214.6815334,4676.262401,
Te,Tellurium,2016,Sweden,670,24570,2.726902727,7.435998482,4676.262401,
Te,Tellurium,2016,United States,3500,24570,14.24501425,202.9204308,4676.262401,
Te,Tellurium,2016,Other Countries,16000,24570,65.12006512,4240.622881,4676.262401,
Te,Tellurium,2017,Canada,800,31170,2.56657042,6.587283722,3353.945356,
Te,Tellurium,2017,China,6600,31170,21.17420597,448.3469983,3353.945356,
Te,Tellurium,2017,Peru,3600,31170,11.54956689,133.3924954,3353.945356,
Te,Tellurium,2017,Sweden,670,31170,2.149502727,4.620361973,3353.945356,
Te,Tellurium,2017,United States,3500,31170,11.22874559,126.0847275,3353.945356,
Te,Tellurium,2017,Other Countries,16000,31170,51.33140841,2634.913489,3353.945356,
Te,Tellurium,2018,Canada,800,27570,2.901704752,8.419890465,4116.522601,
Te,Tellurium,2018,China,6600,27570,23.9390642,573.0787948,4116.522601,
Te,Tellurium,2018,Sweden,670,27570,2.430177729,5.905763797,4116.522601,
Te,Tellurium,2018,United States,3500,27570,12.69495829,161.1619659,4116.522601,
Te,Tellurium,2018,Other Countries,16000,27570,58.03409503,3367.956186,4116.522601,
Te,Tellurium,2019,Canada,800,30570,2.616944717,6.848399652,4471.77919,
Te,Tellurium,2019,China,6600,30570,21.58979392,466.1192013,4471.77919,
Te,Tellurium,2019,Sweden,670,30570,2.191691201,4.803510318,4471.77919,
Te,Tellurium,2019,United States,3500,30570,11.44913314,131.0826496,4471.77919,
Te,Tellurium,2019,Other Countries,19000,30570,62.15243703,3862.925429,4471.77919,
Te,Tellurium,2020,Canada,800,30570,2.616944717,6.848399652,4471.77919,
Te,Tellurium,2020,China,6600,30570,21.58979392,466.1192013,4471.77919,
Te,Tellurium,2020,Sweden,670,30570,2.191691201,4.803510318,4471.77919,
Te,Tellurium,2020,United States,3500,30570,11.44913314,131.0826496,4471.77919,
Te,Tellurium,2020,Other Countries,19000,30570,62.15243703,3862.925429,4471.77919,
Te,Tellurium,2021,Canada,800,30570,2.616944717,6.848399652,4471.77919,
Te,Tellurium,2021,China,6600,30570,21.58979392,466.1192013,4471.77919,
Te,Tellurium,2021,Sweden,670,30570,2.191691201,4.803510318,4471.77919,
Te,Tellurium,2021,United States,3500,30570,11.44913314,131.0826496,4471.77919,
Te,Tellurium,2021,Other Countries,19000,30570,62.15243703,3862.925429,4471.77919,
Te,Tellurium,2022,Canada,800,32270,2.479082739,6.145851229,3881.76669,
Te,Tellurium,2022,China,3000,32270,9.296560273,86.4260329,3881.76669,
Te,Tellurium,2022,Russia,4500,32270,13.94484041,194.458574,3881.76669,
Te,Tellurium,2022,South Africa,800,32270,2.479082739,6.145851229,3881.76669,
Te,Tellurium,2022,Sweden,670,32270,2.076231794,4.310738463,3881.76669,
Te,Tellurium,2022,United States,3500,32270,10.84598698,117.6354337,3881.76669,
Te,Tellurium,2022,Other Countries,19000,32270,58.87821506,3466.644209,3881.76669,
Te,Tellurium,2023,Canada,800,36200,2.209944751,4.883855804,3830.927017,
Te,Tellurium,2023,China,3100,36200,8.563535912,73.33414731,3830.927017,
Te,Tellurium,2023,Russia,5800,36200,16.02209945,256.7076707,3830.927017,
Te,Tellurium,2023,South Africa,800,36200,2.209944751,4.883855804,3830.927017,
Te,Tellurium,2023,Sweden,700,36200,1.933701657,3.7392021,3830.927017,
Te,Tellurium,2023,United States,4000,36200,11.04972376,122.0963951,3830.927017,
Te,Tellurium,2023,Other Countries,21000,36200,58.01104972,3365.28189,3830.927017,
Ti,Titanium,2016,Australia,177000000,831100000,21.29707616,453.5654531,1514.179961,
Ti,Titanium,2016,Brazil,43000000,831100000,5.173865961,26.76888898,1514.179961,
Ti,Titanium,2016,Canada,31000000,831100000,3.72999639,13.91287307,1514.179961,
Ti,Titanium,2016,China,220000000,831100000,26.47094212,700.710777,1514.179961,
Ti,Titanium,2016,India,92400000,831100000,11.11779569,123.6053811,1514.179961,
Ti,Titanium,2016,Kenya,67000000,831100000,8.061605102,64.98947682,1514.179961,
Ti,Titanium,2016,Madagascar,40000000,831100000,4.812898568,23.16399263,1514.179961,
Ti,Titanium,2016,Mozambique,14000000,831100000,1.684514499,2.837589097,1514.179961,
Ti,Titanium,2016,Norway,37000000,831100000,4.451931176,19.81969119,1514.179961,
Ti,Titanium,2016,South Africa,71300000,831100000,8.578991698,73.59909855,1514.179961,
Ti,Titanium,2016,Ukraine,8400000,831100000,1.010708699,1.021532075,1514.179961,
Ti,Titanium,2016,United States,2000000,831100000,0.240644928,0.057909982,1514.179961,
Ti,Titanium,2016,Vietnam,1600000,831100000,0.192515943,0.037062388,1514.179961,
Ti,Titanium,2016,Other Countries,26400000,831100000,3.176513055,10.09023519,1514.179961,
Ti,Titanium,2017,Australia,279000000,934470000,29.8564962,891.4103651,1730.648981,
Ti,Titanium,2017,Brazil,43000000,934470000,4.60153884,21.1741597,1730.648981,
Ti,Titanium,2017,Canada,31000000,934470000,3.317388466,11.00506624,1730.648981,
Ti,Titanium,2017,China,220000000,934470000,23.54275686,554.2614004,1730.648981,
Ti,Titanium,2017,India,92400000,934470000,9.88795788,97.77171103,1730.648981,
Ti,Titanium,2017,Kenya,67000000,934470000,7.169839588,51.40659972,1730.648981,
Ti,Titanium,2017,Madagascar,40000000,934470000,4.280501247,18.32269092,1730.648981,
Ti,Titanium,2017,Mozambique,14880000,934470000,1.592346464,2.535567261,1730.648981,
Ti,Titanium,2017,Norway,37000000,934470000,3.959463653,15.67735242,1730.648981,
Ti,Titanium,2017,Sierra Leone,490000,934470000,0.05243614,0.002749549,1730.648981,
Ti,Titanium,2017,South Africa,71300000,934470000,7.629993472,58.21680039,1730.648981,
Ti,Titanium,2017,Ukraine,8400000,934470000,0.898905262,0.80803067,1730.648981,
Ti,Titanium,2017,United States,2000000,934470000,0.214025062,0.045806727,1730.648981,
Ti,Titanium,2017,Vietnam,1600000,934470000,0.17122005,0.029316305,1730.648981,
Ti,Titanium,2017,Other Countries,26400000,934470000,2.825130823,7.981364166,1730.648981,
Ti,Titanium,2018,Australia,279000000,944470000,29.54037714,872.6338817,1744.642046,
Ti,Titanium,2018,Brazil,43000000,944470000,4.552817983,20.72815158,1744.642046,
Ti,Titanium,2018,Canada,31000000,944470000,3.282264127,10.7732578,1744.642046,
Ti,Titanium,2018,China,230000000,944470000,24.35228223,593.0336499,1744.642046,
Ti,Titanium,2018,India,92400000,944470000,9.783264688,95.71226796,1744.642046,
Ti,Titanium,2018,Kenya,67000000,944470000,7.093925694,50.32378175,1744.642046,
Ti,Titanium,2018,Madagascar,40000000,944470000,4.235179519,17.93674556,1744.642046,
Ti,Titanium,2018,Mozambique,14880000,944470000,1.575486781,2.482158597,1744.642046,
Ti,Titanium,2018,Norway,37000000,944470000,3.917541055,15.34712792,1744.642046,
Ti,Titanium,2018,Sierra Leone,490000,944470000,0.051880949,0.002691633,1744.642046,
Ti,Titanium,2018,South Africa,71300000,944470000,7.549207492,56.99053376,1744.642046,
Ti,Titanium,2018,Ukraine,8400000,944470000,0.889387699,0.791010479,1744.642046,
Ti,Titanium,2018,United States,2000000,944470000,0.211758976,0.044841864,1744.642046,
Ti,Titanium,2018,Vietnam,1600000,944470000,0.169407181,0.028698793,1744.642046,
Ti,Titanium,2018,Other Countries,26400000,944470000,2.795218482,7.813246364,1744.642046,
Ti,Titanium,2019,Australia,279000000,817100000,34.14514747,1165.891096,2190.034443,
Ti,Titanium,2019,Brazil,43000000,817100000,5.262513768,27.69405116,2190.034443,
Ti,Titanium,2019,Canada,31000000,817100000,3.793905275,14.39371723,2190.034443,
Ti,Titanium,2019,China,230000000,817100000,28.14832946,792.3284513,2190.034443,
Ti,Titanium,2019,India,92400000,817100000,11.3082854,127.8773187,2190.034443,
Ti,Titanium,2019,Kenya,1230000,817100000,0.150532371,0.022659995,2190.034443,
Ti,Titanium,2019,Madagascar,8600000,817100000,1.052502754,1.107762046,2190.034443,
Ti,Titanium,2019,Mozambique,14880000,817100000,1.821074532,3.316312451,2190.034443,
Ti,Titanium,2019,Norway,37000000,817100000,4.528209521,20.50468147,2190.034443,
Ti,Titanium,2019,Sierra Leone,490000,817100000,0.05996818,0.003596183,2190.034443,
Ti,Titanium,2019,South Africa,41100000,817100000,5.02998409,25.30073995,2190.034443,
Ti,Titanium,2019,Ukraine,8400000,817100000,1.028025945,1.056837344,2190.034443,
Ti,Titanium,2019,United States,2000000,817100000,0.244768082,0.059911414,2190.034443,
Ti,Titanium,2019,Vietnam,1600000,817100000,0.195814466,0.038343305,2190.034443,
Ti,Titanium,2019,Other Countries,26400000,817100000,3.230938686,10.43896479,2190.034443,
Ti,Titanium,2020,Australia,177000000,741590000,23.86763576,569.6640366,1831.41586,
Ti,Titanium,2020,Brazil,43000000,741590000,5.798352189,33.62088811,1831.41586,
Ti,Titanium,2020,Canada,31000000,741590000,4.180207392,17.47413384,1831.41586,
Ti,Titanium,2020,China,230000000,741590000,31.01444194,961.895609,1831.41586,
Ti,Titanium,2020,India,92400000,741590000,12.45971494,155.2444963,1831.41586,
Ti,Titanium,2020,Kenya,610000,741590000,0.082255694,0.006765999,1831.41586,
Ti,Titanium,2020,Madagascar,23000000,741590000,3.101444194,9.61895609,1831.41586,
Ti,Titanium,2020,Mozambique,26890000,741590000,3.625992799,13.14782378,1831.41586,
Ti,Titanium,2020,Norway,37000000,741590000,4.989279791,24.89291283,1831.41586,
Ti,Titanium,2020,Sierra Leone,490000,741590000,0.066074246,0.004365806,1831.41586,
Ti,Titanium,2020,South Africa,41800000,741590000,5.63653771,31.77055735,1831.41586,
Ti,Titanium,2020,Ukraine,8400000,741590000,1.132701358,1.283012366,1831.41586,
Ti,Titanium,2020,United States,2000000,741590000,0.269690799,0.072733127,1831.41586,
Ti,Titanium,2020,Vietnam,1600000,741590000,0.21575264,0.046549201,1831.41586,
Ti,Titanium,2020,Other Countries,26400000,741590000,3.559918553,12.67302011,1831.41586,
Ti,Titanium,2021,Australia,191000000,749240000,25.49249907,649.8675086,1877.73278,
