element,element name,year,country,tons,total_production,market_share,HHI_contribution,HHI,info
N,Nitrogen,2016,Qatar,2960000,143758000,2.059015846,4.239546254,1336.314873,
N,Nitrogen,2016,Romania,440000,143758000,0.306069923,0.093678798,1336.314873,
N,Nitrogen,2016,Russia,13300000,143758000,9.251659038,85.59319496,1336.314873,
N,Nitrogen,2016,Saudi Arabia,3684000,143758000,2.562639992,6.56712373,1336.314873,
N,Nitrogen,2016,Serbia,60000,143758000,0.041736808,0.001741961,1336.314873,
N,Nitrogen,2016,Slovakia,343000,143758000,0.238595417,0.056927773,1336.314873,
N,Nitrogen,2016,South Africa,450000,143758000,0.313026058,0.097985313,1336.314873,
N,Nitrogen,2016,Spain,410000,143758000,0.285201519,0.081339907,1336.314873,
N,Nitrogen,2016,Switzerland,34000,143758000,0.023650858,0.000559363,1336.314873,
N,Nitrogen,2016,Trinidad and Tobago,4040000,143758000,2.810278385,7.897664598,1336.314873,
N,Nitrogen,2016,Turkey,380000,143758000,0.264333115,0.069871996,1336.314873,
N,Nitrogen,2016,Turkmenistan,490000,143758000,0.340850596,0.116179129,1336.314873,
N,Nitrogen,2016,Ukraine,1678000,143758000,1.167239388,1.36244779,1336.314873,
N,Nitrogen,2016,United Arab Emirates,900000,143758000,0.626052115,0.391941251,1336.314873,
N,Nitrogen,2016,United Kingdom,820000,143758000,0.570403038,0.325359626,1336.314873,
N,Nitrogen,2016,United States,10200000,143758000,7.095257307,50.34267626,1336.314873,
N,Nitrogen,2016,Uzbekistan,1100000,143758000,0.765174808,0.585492486,1336.314873,
N,Nitrogen,2016,Venezuela,830000,143758000,0.577359173,0.333343615,1336.314873,
N,Nitrogen,2016,Vietnam,970000,143758000,0.674745058,0.455280893,1336.314873,
N,Nitrogen,2016,Zimbabwe,4000,143758000,0.002782454,7.74205E-06,1336.314873,
N,Nitrogen,2017,Afghanistan,48000,141011000,0.034039898,0.001158715,1141.596619,
N,Nitrogen,2017,Algeria,984000,141011000,0.697817901,0.486949823,1141.596619,
N,Nitrogen,2017,Argentina,700000,141011000,0.496415173,0.246428024,1141.596619,
N,Nitrogen,2017,Australia,1300000,141011000,0.921913893,0.849925227,1141.596619,
N,Nitrogen,2017,Austria,417000,141011000,0.29572161,0.087451271,1141.596619,
N,Nitrogen,2017,Bahrain,382000,141011000,0.270900852,0.073387271,1141.596619,
N,Nitrogen,2017,Bangladesh,650000,141011000,0.460956947,0.212481307,1141.596619,
N,Nitrogen,2017,Belarus,1050000,141011000,0.74462276,0.554463055,1141.596619,
N,Nitrogen,2017,Belgium,920000,141011000,0.652431371,0.425666693,1141.596619,
N,Nitrogen,2017,Brazil,750000,141011000,0.5318734,0.282889314,1141.596619,
N,Nitrogen,2017,Bulgaria,400000,141011000,0.283665813,0.080466294,1141.596619,
N,Nitrogen,2017,Canada,3745000,141011000,2.655821177,7.053386125,1141.596619,
N,Nitrogen,2017,China,40656000,141011000,28.83179326,831.2723028,1141.596619,
N,Nitrogen,2017,Croatia,384000,141011000,0.272319181,0.074157736,1141.596619,
N,Nitrogen,2017,Czechia,180000,141011000,0.127649616,0.016294424,1141.596619,
N,Nitrogen,2017,Egypt,3700000,141011000,2.623908773,6.884897249,1141.596619,
N,Nitrogen,2017,Estonia,18000,141011000,0.012764962,0.000162944,1141.596619,
N,Nitrogen,2017,Finland,78000,141011000,0.055314834,0.003059731,1141.596619,
N,Nitrogen,2017,France,750000,141011000,0.5318734,0.282889314,1141.596619,
N,Nitrogen,2017,Georgia,170000,141011000,0.120557971,0.014534224,1141.596619,
N,Nitrogen,2017,Germany,2580000,141011000,1.829644496,3.347598981,1141.596619,
N,Nitrogen,2017,Greece,130000,141011000,0.092191389,0.008499252,1141.596619,
N,Nitrogen,2017,Hungary,430000,141011000,0.304940749,0.092988861,1141.596619,
N,Nitrogen,2017,India,11405000,141011000,8.088021502,65.41609181,1141.596619,
N,Nitrogen,2017,Indonesia,4900000,141011000,3.474906213,12.07497319,1141.596619,
N,Nitrogen,2017,Iran,3400000,141011000,2.411159413,5.813689715,1141.596619,
N,Nitrogen,2017,Iraq,100000,141011000,0.070916453,0.005029143,1141.596619,
N,Nitrogen,2017,Italy,590000,141011000,0.418407075,0.17506448,1141.596619,
N,Nitrogen,2017,Japan,717000,141011000,0.50847097,0.258542728,1141.596619,
N,Nitrogen,2017,Kazakhstan,179000,141011000,0.126940451,0.016113878,1141.596619,
N,Nitrogen,2017,"Korea, North",70000,141011000,0.049641517,0.00246428,1141.596619,
N,Nitrogen,2017,Kuwait,546000,141011000,0.387203835,0.14992681,1141.596619,
N,Nitrogen,2017,Libya,205000,141011000,0.145378729,0.021134975,1141.596619,
N,Nitrogen,2017,Lithuania,927000,141011000,0.657395522,0.432168873,1141.596619,
N,Nitrogen,2017,Malaysia,990000,141011000,0.702072888,0.49290634,1141.596619,
N,Nitrogen,2017,Mexico,411000,141011000,0.291466623,0.084952792,1141.596619,
N,Nitrogen,2017,Netherlands,2400000,141011000,1.70199488,2.896786571,1141.596619,
N,Nitrogen,2017,New Zealande,125000,141011000,0.088645567,0.007858036,1141.596619,
N,Nitrogen,2017,Nigeria,790000,141011000,0.560239981,0.313868837,1141.596619,
N,Nitrogen,2017,Norway,300000,141011000,0.21274936,0.04526229,1141.596619,
N,Nitrogen,2017,Oman,1710000,141011000,1.212671352,1.470571808,1141.596619,
N,Nitrogen,2017,Pakistan,3100000,141011000,2.198410053,4.833006762,1141.596619,
N,Nitrogen,2017,Poland,2367000,141011000,1.67859245,2.817672614,1141.596619,
N,Nitrogen,2017,Qatar,3100000,141011000,2.198410053,4.833006762,1141.596619,
N,Nitrogen,2017,Romania,520000,141011000,0.368765557,0.135988036,1141.596619,
N,Nitrogen,2017,Russia,14056000,141011000,9.96801668,99.36135652,1141.596619,
N,Nitrogen,2017,Saudi Arabia,4000000,141011000,2.836658133,8.046629364,1141.596619,
N,Nitrogen,2017,Serbia,60000,141011000,0.042549872,0.001810492,1141.596619,
N,Nitrogen,2017,Slovakia,390000,141011000,0.276574168,0.07649327,1141.596619,
N,Nitrogen,2017,South Africa,500000,141011000,0.354582267,0.125728584,1141.596619,
N,Nitrogen,2017,Spain,400000,141011000,0.283665813,0.080466294,1141.596619,
N,Nitrogen,2017,Switzerland,34000,141011000,0.024111594,0.000581369,1141.596619,
N,Nitrogen,2017,Syria,20000,141011000,0.014183291,0.000201166,1141.596619,
N,Nitrogen,2017,Trinidad and Tobago,4144000,141011000,2.938777826,8.63641511,1141.596619,
N,Nitrogen,2017,Turkey,302000,141011000,0.214167689,0.045867799,1141.596619,
N,Nitrogen,2017,Turkmenistan,530000,141011000,0.375857203,0.141268637,1141.596619,
N,Nitrogen,2017,Ukraine,979000,141011000,0.694272078,0.482013718,1141.596619,
N,Nitrogen,2017,United Arab Emirates,900000,141011000,0.63824808,0.407360612,1141.596619,
N,Nitrogen,2017,United Kingdom,790000,141011000,0.560239981,0.313868837,1141.596619,
N,Nitrogen,2017,United States,11600000,141011000,8.226308586,67.67215295,1141.596619,
N,Nitrogen,2017,Uzbekistan,1100000,141011000,0.780080987,0.608526346,1141.596619,
N,Nitrogen,2017,Venezuela,820000,141011000,0.581514917,0.338159599,1141.596619,
N,Nitrogen,2017,Vietnam,1100000,141011000,0.780080987,0.608526346,1141.596619,
N,Nitrogen,2017,Zimbabwe,12000,141011000,0.008509974,7.24197E-05,1141.596619,
N,Nitrogen,2018,Afghanistan,48000,141528000,0.03391555,0.001150265,1067.314746,
N,Nitrogen,2018,Algeria,2235000,141528000,1.57919281,2.493849931,1067.314746,
N,Nitrogen,2018,Argentina,520000,141528000,0.367418461,0.134996326,1067.314746,
N,Nitrogen,2018,Australia,1300000,141528000,0.918546153,0.843727036,1067.314746,
N,Nitrogen,2018,Austria,333000,141528000,0.23528913,0.055360975,1067.314746,
N,Nitrogen,2018,Bahrain,346000,141528000,0.244474592,0.059767826,1067.314746,
N,Nitrogen,2018,Bangladesh,600000,141528000,0.423944378,0.179728836,1067.314746,
N,Nitrogen,2018,Belarus,1051000,141528000,0.742609236,0.551468478,1067.314746,
N,Nitrogen,2018,Belgium,800000,141528000,0.565259171,0.319517931,1067.314746,
N,Nitrogen,2018,Brazil,730000,141528000,0.515798994,0.266048602,1067.314746,
N,Nitrogen,2018,Bulgaria,300000,141528000,0.211972189,0.044932209,1067.314746,
N,Nitrogen,2018,Canada,3832000,141528000,2.707591431,7.331051355,1067.314746,
N,Nitrogen,2018,China,37907000,141528000,26.78409926,717.3879731,1067.314746,
N,Nitrogen,2018,Croatia,330000,141528000,0.233169408,0.054367973,1067.314746,
N,Nitrogen,2018,Czechia,140000,141528000,0.098920355,0.009785237,1067.314746,
N,Nitrogen,2018,Egypt,4100000,141528000,2.896953253,8.39233815,1067.314746,
N,Nitrogen,2018,Estonia,23000,141528000,0.016251201,0.000264102,1067.314746,
N,Nitrogen,2018,Finland,78000,141528000,0.055112769,0.003037417,1067.314746,
N,Nitrogen,2018,France,914000,141528000,0.645808603,0.417068752,1067.314746,
N,Nitrogen,2018,Georgia,190000,141528000,0.134249053,0.018022808,1067.314746,
N,Nitrogen,2018,Germany,2580000,141528000,1.822960828,3.323186179,1067.314746,
N,Nitrogen,2018,Greece,120000,141528000,0.084788876,0.007189153,1067.314746,
N,Nitrogen,2018,Hungary,369000,141528000,0.260725793,0.067977939,1067.314746,
N,Nitrogen,2018,India,11900000,141528000,8.408230174,70.69833465,1067.314746,
N,Nitrogen,2018,Indonesia,5400000,141528000,3.815499406,14.55803572,1067.314746,
N,Nitrogen,2018,Iran,3700000,141528000,2.614323667,6.834688238,1067.314746,
N,Nitrogen,2018,Iraq,90000,141528000,0.063591657,0.004043899,1067.314746,
N,Nitrogen,2018,Italy,631000,141528000,0.445848171,0.198780592,1067.314746,
N,Nitrogen,2018,Japan,673000,141528000,0.475524278,0.226123339,1067.314746,
N,Nitrogen,2018,Kazakhstan,173000,141528000,0.122237296,0.014941956,1067.314746,
N,Nitrogen,2018,"Korea, North",70000,141528000,0.049460177,0.002446309,1067.314746,
N,Nitrogen,2018,Kuwait,270000,141528000,0.19077497,0.036395089,1067.314746,
N,Nitrogen,2018,Libya,177000,141528000,0.125063592,0.015640902,1067.314746,
N,Nitrogen,2018,Lithuania,780000,141528000,0.551127692,0.303741733,1067.314746,
N,Nitrogen,2018,Malaysia,990000,141528000,0.699508225,0.489311756,1067.314746,
N,Nitrogen,2018,Mexico,124000,141528000,0.087615172,0.007676418,1067.314746,
N,Nitrogen,2018,Netherlands,2200000,141528000,1.554462721,2.416354351,1067.314746,
N,Nitrogen,2018,New Zealande,125000,141528000,0.088321746,0.007800731,1067.314746,
N,Nitrogen,2018,Nigeria,740000,141528000,0.522864733,0.27338753,1067.314746,
N,Nitrogen,2018,Norway,300000,141528000,0.211972189,0.044932209,1067.314746,
N,Nitrogen,2018,Oman,1710000,141528000,1.208241479,1.459847471,1067.314746,
N,Nitrogen,2018,Pakistan,3000000,141528000,2.119721892,4.493220901,1067.314746,
N,Nitrogen,2018,Peru,13000,141528000,0.009185462,8.43727E-05,1067.314746,
N,Nitrogen,2018,Poland,2172000,141528000,1.53467865,2.355238559,1067.314746,
N,Nitrogen,2018,Qatar,3100000,141528000,2.190379289,4.797761429,1067.314746,
N,Nitrogen,2018,Romania,540000,141528000,0.381549941,0.145580357,1067.314746,
N,Nitrogen,2018,Russia,14859000,141528000,10.49898253,110.2286342,1067.314746,
N,Nitrogen,2018,Saudi Arabia,4300000,141528000,3.038268046,9.231072719,1067.314746,
N,Nitrogen,2018,Serbia,60000,141528000,0.042394438,0.001797288,1067.314746,
N,Nitrogen,2018,Slovakia,439000,141528000,0.31018597,0.096215336,1067.314746,
N,Nitrogen,2018,South Africa,470000,141528000,0.332089763,0.110283611,1067.314746,
N,Nitrogen,2018,Spain,440000,141528000,0.310892544,0.096654174,1067.314746,
N,Nitrogen,2018,Switzerland,14000,141528000,0.009892035,9.78524E-05,1067.314746,
N,Nitrogen,2018,Syria,20000,141528000,0.014131479,0.000199699,1067.314746,
N,Nitrogen,2018,Trinidad and Tobago,3988000,141528000,2.817816969,7.940092471,1067.314746,
N,Nitrogen,2018,Turkey,550000,141528000,0.38861568,0.151022147,1067.314746,
N,Nitrogen,2018,Turkmenistan,490000,141528000,0.346221242,0.119869149,1067.314746,
N,Nitrogen,2018,Ukraine,801000,141528000,0.565965745,0.320317225,1067.314746,
N,Nitrogen,2018,United Arab Emirates,1000000,141528000,0.706573964,0.499246767,1067.314746,
N,Nitrogen,2018,United Kingdom,740000,141528000,0.522864733,0.27338753,1067.314746,
N,Nitrogen,2018,United States,13100000,141528000,9.256118931,85.67573766,1067.314746,
N,Nitrogen,2018,Uzbekistan,1100000,141528000,0.777231361,0.604088588,1067.314746,
N,Nitrogen,2018,Venezuela,370000,141528000,0.261432367,0.068346882,1067.314746,
N,Nitrogen,2018,Vietnam,1050000,141528000,0.741902662,0.55041956,1067.314746,
N,Nitrogen,2018,Zimbabwe,13000,141528000,0.009185462,8.43727E-05,1067.314746,
N,Nitrogen,2019,Afghanistan,48000,144650000,0.033183546,0.001101148,1086.768855,
N,Nitrogen,2019,Algeria,2200000,144650000,1.520912548,2.313174977,1086.768855,
N,Nitrogen,2019,Argentina,610000,144650000,0.42170757,0.177837275,1086.768855,
N,Nitrogen,2019,Australia,1500000,144650000,1.036985828,1.075339607,1086.768855,
N,Nitrogen,2019,Austria,455000,144650000,0.314552368,0.098943192,1086.768855,
N,Nitrogen,2019,Bahrain,383000,144650000,0.264777048,0.070106885,1086.768855,
N,Nitrogen,2019,Bangladesh,600000,144650000,0.414794331,0.172054337,1086.768855,
N,Nitrogen,2019,Belarus,857000,144650000,0.59246457,0.351014266,1086.768855,
N,Nitrogen,2019,Belgium,870000,144650000,0.60145178,0.361744244,1086.768855,
N,Nitrogen,2019,Brazil,320000,144650000,0.221223643,0.0489399,1086.768855,
N,Nitrogen,2019,Bulgaria,230000,144650000,0.159004494,0.025282429,1086.768855,
N,Nitrogen,2019,Canada,3909000,144650000,2.702385067,7.302885053,1086.768855,
N,Nitrogen,2019,China,38922000,144650000,26.90770826,724.0247639,1086.768855,
N,Nitrogen,2019,Croatia,394000,144650000,0.272381611,0.074191742,1086.768855,
N,Nitrogen,2019,Czechia,130000,144650000,0.089872105,0.008076995,1086.768855,
N,Nitrogen,2019,Egypt,4200000,144650000,2.903560318,8.43066252,1086.768855,
N,Nitrogen,2019,Estonia,22000,144650000,0.015209125,0.000231317,1086.768855,
N,Nitrogen,2019,Finland,78000,144650000,0.053923263,0.002907718,1086.768855,
N,Nitrogen,2019,France,884000,144650000,0.611130315,0.373480261,1086.768855,
N,Nitrogen,2019,Georgia,200000,144650000,0.138264777,0.019117149,1086.768855,
N,Nitrogen,2019,Germany,2420000,144650000,1.673003802,2.798941722,1086.768855,
N,Nitrogen,2019,Greece,110000,144650000,0.076045627,0.005782937,1086.768855,
N,Nitrogen,2019,Hungary,382000,144650000,0.264085724,0.06974127,1086.768855,
N,Nitrogen,2019,India,12200000,144650000,8.4341514,71.13490984,1086.768855,
N,Nitrogen,2019,Indonesia,6100000,144650000,4.2170757,17.78372746,1086.768855,
N,Nitrogen,2019,Iran,3500000,144650000,2.419633598,5.85462675,1086.768855,
N,Nitrogen,2019,Iraq,95000,144650000,0.065675769,0.004313307,1086.768855,
N,Nitrogen,2019,Italy,476000,144650000,0.329070169,0.108287176,1086.768855,
N,Nitrogen,2019,Japan,694000,144650000,0.479778776,0.230187674,1086.768855,
N,Nitrogen,2019,Kazakhstan,178000,144650000,0.123055652,0.015142693,1086.768855,
N,Nitrogen,2019,"Korea, North",35000,144650000,0.024196336,0.000585463,1086.768855,
N,Nitrogen,2019,Libya,90000,144650000,0.06221915,0.003871223,1086.768855,
N,Nitrogen,2019,Lithuania,865000,144650000,0.597995161,0.357598212,1086.768855,
N,Nitrogen,2019,Malaysia,990000,144650000,0.684410646,0.468417933,1086.768855,
N,Nitrogen,2019,Netherlands,2200000,144650000,1.520912548,2.313174977,1086.768855,
N,Nitrogen,2019,New Zealande,125000,144650000,0.086415486,0.007467636,1086.768855,
N,Nitrogen,2019,Nigeria,700000,144650000,0.48392672,0.23418507,1086.768855,
N,Nitrogen,2019,Norway,300000,144650000,0.207397166,0.043013584,1086.768855,
N,Nitrogen,2019,Oman,1720000,144650000,1.189077083,1.413904308,1086.768855,
N,Nitrogen,2019,Pakistan,3200000,144650000,2.212236433,4.893990034,1086.768855,
N,Nitrogen,2019,Peru,12000,144650000,0.008295887,6.88217E-05,1086.768855,
N,Nitrogen,2019,Poland,2101000,144650000,1.452471483,2.109673409,1086.768855,
N,Nitrogen,2019,Qatar,3150000,144650000,2.177670239,4.742247668,1086.768855,
N,Nitrogen,2019,Romania,470000,144650000,0.324922226,0.105574453,1086.768855,
N,Nitrogen,2019,Russia,15802000,144650000,10.92430003,119.3403312,1086.768855,
N,Nitrogen,2019,Saudi Arabia,4000000,144650000,2.765295541,7.646859429,1086.768855,
N,Nitrogen,2019,Slovakia,418000,144650000,0.288973384,0.083505617,1086.768855,
N,Nitrogen,2019,South Africa,460000,144650000,0.318008987,0.101129716,1086.768855,
N,Nitrogen,2019,Spain,440000,144650000,0.30418251,0.092526999,1086.768855,
N,Nitrogen,2019,Switzerland,14000,144650000,0.009678534,9.3674E-05,1086.768855,
N,Nitrogen,2019,Syria,20000,144650000,0.013826478,0.000191171,1086.768855,
N,Nitrogen,2019,Trinidad and Tobago,4475000,144650000,3.093674386,9.570821209,1086.768855,
N,Nitrogen,2019,Turkey,390000,144650000,0.269616315,0.072692957,1086.768855,
N,Nitrogen,2019,Turkmenistan,600000,144650000,0.414794331,0.172054337,1086.768855,
N,Nitrogen,2019,Ukraine,1502000,144650000,1.038368476,1.078209091,1086.768855,
N,Nitrogen,2019,United Arab Emirates,920000,144650000,0.636017974,0.404518864,1086.768855,
N,Nitrogen,2019,United Kingdom,790000,144650000,0.546145869,0.298275311,1086.768855,
N,Nitrogen,2019,United States,13500000,144650000,9.332872451,87.10250818,1086.768855,
N,Nitrogen,2019,Uzbekistan,1100000,144650000,0.760456274,0.578293744,1086.768855,
N,Nitrogen,2019,Venezuela,190000,144650000,0.131351538,0.017253227,1086.768855,
N,Nitrogen,2019,Vietnam,1100000,144650000,0.760456274,0.578293744,1086.768855,
N,Nitrogen,2019,Zimbabwe,4000,144650000,0.002765296,7.64686E-06,1086.768855,
N,Nitrogen,2020,Algeria,2200000,146846000,1.498168149,2.244507803,1070.299643,
N,Nitrogen,2020,Argentina,640000,146846000,0.435830734,0.189948429,1070.299643,
N,Nitrogen,2020,Australia,1600000,146846000,1.089576836,1.187177681,1070.299643,
N,Nitrogen,2020,Austria,420000,146846000,0.286013919,0.081803962,1070.299643,
N,Nitrogen,2020,Bahrain,381000,146846000,0.259455484,0.067317148,1070.299643,
N,Nitrogen,2020,Bangladesh,840000,146846000,0.572027839,0.327215848,1070.299643,
N,Nitrogen,2020,Belarus,763000,146846000,0.519591953,0.269975798,1070.299643,
N,Nitrogen,2020,Belgium,850000,146846000,0.578837694,0.335053076,1070.299643,
N,Nitrogen,2020,Brazil,120000,146846000,0.081718263,0.006677874,1070.299643,
N,Nitrogen,2020,Bulgaria,230000,146846000,0.15662667,0.024531914,1070.299643,
N,Nitrogen,2020,Canada,3895000,146846000,2.652438609,7.035430575,1070.299643,
N,Nitrogen,2020,China,39000000,146846000,26.55843537,705.3504892,1070.299643,
N,Nitrogen,2020,Croatia,370000,146846000,0.251964643,0.063486181,1070.299643,
N,Nitrogen,2020,Czechia,93000,146846000,0.063331654,0.004010898,1070.299643,
N,Nitrogen,2020,Egypt,4200000,146846000,2.860139193,8.180396206,1070.299643,
N,Nitrogen,2020,Estonia,19000,146846000,0.012938725,0.000167411,1070.299643,
N,Nitrogen,2020,Finland,78000,146846000,0.053116871,0.002821402,1070.299643,
N,Nitrogen,2020,France,822000,146846000,0.559770099,0.313342564,1070.299643,
N,Nitrogen,2020,Georgia,200000,146846000,0.136197104,0.018549651,1070.299643,
N,Nitrogen,2020,Germany,2330000,146846000,1.586696267,2.517605043,1070.299643,
N,Nitrogen,2020,Greece,100000,146846000,0.068098552,0.004637413,1070.299643,
N,Nitrogen,2020,Hungary,430000,146846000,0.292823775,0.085745763,1070.299643,
N,Nitrogen,2020,India,12200000,146846000,8.308023371,69.02325234,1070.299643,
N,Nitrogen,2020,Indonesia,5900000,146846000,4.017814581,16.14283401,1070.299643,
N,Nitrogen,2020,Iran,3600000,146846000,2.45154788,6.010087008,1070.299643,
N,Nitrogen,2020,Iraq,90000,146846000,0.061288697,0.003756304,1070.299643,
N,Nitrogen,2020,Italy,620000,146846000,0.422211024,0.178262149,1070.299643,
N,Nitrogen,2020,Japan,643000,146846000,0.437873691,0.191733369,1070.299643,
N,Nitrogen,2020,Kazakhstan,180000,146846000,0.122577394,0.015025218,1070.299643,
N,Nitrogen,2020,Libya,25000,146846000,0.017024638,0.000289838,1070.299643,
N,Nitrogen,2020,Lithuania,843000,146846000,0.574070795,0.329557278,1070.299643,
N,Nitrogen,2020,Malaysia,1300000,146846000,0.885281179,0.783722766,1070.299643,
N,Nitrogen,2020,Mexico,112000,146846000,0.076270378,0.005817171,1070.299643,
N,Nitrogen,2020,Netherlands,2100000,146846000,1.430069597,2.045099051,1070.299643,
N,Nitrogen,2020,New Zealande,125000,146846000,0.08512319,0.007245958,1070.299643,
N,Nitrogen,2020,Nigeria,710000,146846000,0.483499721,0.23377198,1070.299643,
N,Nitrogen,2020,Norway,330000,146846000,0.224725222,0.050501426,1070.299643,
N,Nitrogen,2020,Oman,1730000,146846000,1.178104953,1.387931281,1070.299643,
N,Nitrogen,2020,Pakistan,3300000,146846000,2.247252223,5.050142556,1070.299643,
N,Nitrogen,2020,Peru,11000,146846000,0.007490841,5.61127E-05,1070.299643,
N,Nitrogen,2020,Poland,2262000,146846000,1.540389251,2.372799046,1070.299643,
N,Nitrogen,2020,Qatar,3300000,146846000,2.247252223,5.050142556,1070.299643,
N,Nitrogen,2020,Romania,470000,146846000,0.320063195,0.102440449,1070.299643,
N,Nitrogen,2020,Russia,16126000,146846000,10.98157253,120.5949353,1070.299643,
N,Nitrogen,2020,Saudi Arabia,4300000,146846000,2.928237746,8.574576295,1070.299643,
N,Nitrogen,2020,Slovakia,355000,146846000,0.24174986,0.058442995,1070.299643,
N,Nitrogen,2020,South Africa,450000,146846000,0.306443485,0.09390761,1070.299643,
N,Nitrogen,2020,Spain,420000,146846000,0.286013919,0.081803962,1070.299643,
N,Nitrogen,2020,Switzerland,10000,146846000,0.006809855,4.63741E-05,1070.299643,
N,Nitrogen,2020,Syria,20000,146846000,0.01361971,0.000185497,1070.299643,
N,Nitrogen,2020,Trinidad and Tobago,4165000,146846000,2.8363047,8.044624352,1070.299643,
N,Nitrogen,2020,Turkey,370000,146846000,0.251964643,0.063486181,1070.299643,
N,Nitrogen,2020,Turkmenistan,660000,146846000,0.449450445,0.202005702,1070.299643,
N,Nitrogen,2020,Ukraine,2304000,146846000,1.568990643,2.461731639,1070.299643,
N,Nitrogen,2020,United Arab Emirates,930000,146846000,0.633316536,0.401089834,1070.299643,
N,Nitrogen,2020,United Kingdom,860000,146846000,0.585647549,0.342983052,1070.299643,
N,Nitrogen,2020,United States,14000000,146846000,9.533797311,90.89329118,1070.299643,
N,Nitrogen,2020,Uzbekistan,1100000,146846000,0.749084074,0.561126951,1070.299643,
N,Nitrogen,2020,Venezuela,190000,146846000,0.129387249,0.01674106,1070.299643,
N,Nitrogen,2020,Vietnam,1150000,146846000,0.783133351,0.613297845,1070.299643,
N,Nitrogen,2020,Zimbabwe,4000,146846000,0.002723942,7.41986E-06,1070.299643,
N,Nitrogen,2021,Algeria,2200000,146500000,1.501706485,2.255122366,1171.419586,
N,Nitrogen,2021,Australia,1600000,146500000,1.092150171,1.192791995,1171.419586,
N,Nitrogen,2021,Canada,3900000,146500000,2.662116041,7.086861816,1171.419586,
N,Nitrogen,2021,China,39000000,146500000,26.62116041,708.6861816,1171.419586,
N,Nitrogen,2021,Egypt,4200000,146500000,2.866894198,8.219082342,1171.419586,
N,Nitrogen,2021,Germany,2200000,146500000,1.501706485,2.255122366,1171.419586,
N,Nitrogen,2021,India,12000000,146500000,8.19112628,67.09454973,1171.419586,
N,Nitrogen,2021,Indonesia,5900000,146500000,4.027303754,16.21917553,1171.419586,
N,Nitrogen,2021,Iran,3600000,146500000,2.457337884,6.038509476,1171.419586,
N,Nitrogen,2021,Malaysia,1300000,146500000,0.887372014,0.787429091,1171.419586,
N,Nitrogen,2021,Netherlands,2000000,146500000,1.365187713,1.863737493,1171.419586,
N,Nitrogen,2021,Oman,1700000,146500000,1.160409556,1.346550338,1171.419586,
N,Nitrogen,2021,Pakistan,3300000,146500000,2.252559727,5.074025324,1171.419586,
N,Nitrogen,2021,Poland,2200000,146500000,1.501706485,2.255122366,1171.419586,
N,Nitrogen,2021,Qatar,3300000,146500000,2.252559727,5.074025324,1171.419586,
N,Nitrogen,2021,Russia,16000000,146500000,10.92150171,119.2791995,1171.419586,
N,Nitrogen,2021,Saudi Arabia,4300000,146500000,2.935153584,8.615126559,1171.419586,
N,Nitrogen,2021,Trinidad and Tobago,4200000,146500000,2.866894198,8.219082342,1171.419586,
N,Nitrogen,2021,Ukraine,2300000,146500000,1.56996587,2.464792834,1171.419586,
N,Nitrogen,2021,United States,14000000,146500000,9.556313993,91.32313714,1171.419586,
N,Nitrogen,2021,Uzbekistan,1100000,146500000,0.750853242,0.563780592,1171.419586,
N,Nitrogen,2021,Vietnam,1200000,146500000,0.819112628,0.670945497,1171.419586,
N,Nitrogen,2021,Other Countries,15000000,146500000,10.23890785,104.835234,1171.419586,
N,Nitrogen,2022,Algeria,2600000,147900000,1.757944557,3.090369066,1224.165589,
N,Nitrogen,2022,Australia,1700000,147900000,1.149425287,1.321178491,1224.165589,
N,Nitrogen,2022,Canada,3800000,147900000,2.569303584,6.601320904,1224.165589,
N,Nitrogen,2022,China,42000000,147900000,28.39756592,806.4217503,1224.165589,
N,Nitrogen,2022,Egypt,4000000,147900000,2.704530088,7.314482996,1224.165589,
N,Nitrogen,2022,Germany,2000000,147900000,1.352265044,1.828620749,1224.165589,
N,Nitrogen,2022,India,12000000,147900000,8.113590264,65.83034697,1224.165589,
N,Nitrogen,2022,Indonesia,6000000,147900000,4.056795132,16.45758674,1224.165589,
N,Nitrogen,2022,Iran,4000000,147900000,2.704530088,7.314482996,1224.165589,
N,Nitrogen,2022,Malaysia,1400000,147900000,0.946585531,0.896024167,1224.165589,
N,Nitrogen,2022,Netherlands,2000000,147900000,1.352265044,1.828620749,1224.165589,
N,Nitrogen,2022,Nigeria,1100000,147900000,0.743745774,0.553157777,1224.165589,
N,Nitrogen,2022,Oman,1700000,147900000,1.149425287,1.321178491,1224.165589,
N,Nitrogen,2022,Pakistan,3400000,147900000,2.298850575,5.284713965,1224.165589,
N,Nitrogen,2022,Poland,2100000,147900000,1.419878296,2.016054376,1224.165589,
N,Nitrogen,2022,Qatar,3300000,147900000,2.231237323,4.978419989,1224.165589,
N,Nitrogen,2022,Russia,16000000,147900000,10.81812035,117.0317279,1224.165589,
N,Nitrogen,2022,Saudi Arabia,4300000,147900000,2.907369844,8.452799413,1224.165589,
N,Nitrogen,2022,Trinidad and Tobago,4200000,147900000,2.839756592,8.064217503,1224.165589,
N,Nitrogen,2022,Ukraine,2000000,147900000,1.352265044,1.828620749,1224.165589,
N,Nitrogen,2022,United States,13000000,147900000,8.789722786,77.25922665,1224.165589,
N,Nitrogen,2022,Uzbekistan,1100000,147900000,0.743745774,0.553157777,1224.165589,
N,Nitrogen,2022,Vietnam,1200000,147900000,0.811359026,0.65830347,1224.165589,
